SEQNAME	SOURCE	FEATURE	START	END	SCORE	STRAND	FRAME	ATTRIBUTE
V01555.2	genbank	exon	102655	102918	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # BRLF1 exon2B
V01555.2	genbank	exon	102424	102530	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # BRLF1 exon3 (BZLF1 exon2)
V01555.2	genbank	exon	102151	102339	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # BRLF1 exon4 (BZLF1 exon3)
V01555.2	genbank	3UTR	102151	102209	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # predicted polyA at (102156)
V01555.2	genbank	stop_codon	102210	102212	.	-	0	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	CDS	102213	102339	.	-	0	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	intron	102340	102423	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	CDS	102424	102530	.	-	1	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	intron	102531	102654	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	CDS	102655	102918	.	-	2	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	intron	102919	104925	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	CDS	104926	105183	.	-	2	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	start_codon	105181	105183	.	-	2	gene_id "BRLF1"; transcript_id "RZ_lytic";
V01555.2	genbank	5UTR	105184	105185	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; 
V01555.2	genbank	intron	105186	106124	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; 
V01555.2	genbank	5UTR	106125	106181	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # known TSS at (106181)
V01555.2	genbank	exon	102655	103194	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic"; # exon1
V01555.2	genbank	exon	102424	102530	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic"; # exon2 (BRLF1 exon3)
V01555.2	genbank	exon	102151	102339	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic"; # exon3 (BRLF1 exon4)
V01555.2	genbank	3UTR	102151	102209	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic"; # predicted polyA at (102156)
V01555.2	genbank	stop_codon	102210	102212	.	-	0	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	CDS	102213	102339	.	-	0	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	intron	102340	102423	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	CDS	102424	102530	.	-	1	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	intron	102531	102654	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	CDS	102655	103155	.	-	2	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	start_codon	103153	103155	.	-	2	gene_id "BZLF1"; transcript_id "BZLF1_lytic";
V01555.2	genbank	5UTR	103156	103194	.	-	.	gene_id "BZLF1"; transcript_id "BZLF1_lytic"; # known TSS at (103194)
V01555.2	genbank	exon	117516	119039	.	-	.	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic"; # BBLF2 exon
V01555.2	genbank	exon	116691	117385	.	-	.	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic"; # BBLF3 exon
V01555.2	genbank	3UTR	116691	116780	.	-	.	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic"; # predicted polyA at (116696)
V01555.2	genbank	stop_codon	116781	116783	.	-	1	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic";
V01555.2	genbank	CDS	116784	117386	.	-	1	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic";
V01555.2	genbank	intron	117387	117514	.	-	.	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic";
V01555.2	genbank	CDS	117515	119038	.	-	0	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic";
V01555.2	genbank	start_codon	119036	119038	.	-	0	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic";
V01555.2	genbank	5UTR	119039	119039	.	-	.	gene_id "BBLF2/3"; transcript_id "BBLF2/3_lytic"; # used (ATG-1)
V01555.2	genbank	exon	124937	125873	.	+	.	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic"; # BGRF1 exon
V01555.2	genbank	exon	129215	130352	.	+	.	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic"; # BDRF1 exon
V01555.2	genbank	5UTR	124937	124937	.	+	.	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic"; # used ATG-1
V01555.2	genbank	start_codon	124938	124940	.	+	2	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic";
V01555.2	genbank	CDS	124938	125873	.	+	2	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic";
V01555.2	genbank	intron	125874	129214	.	+	.	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic";
V01555.2	genbank	CDS	129215	130348	.	+	1	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic";
V01555.2	genbank	stop_codon	130349	130351	.	+	1	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic";
V01555.2	genbank	3UTR	130352	130352	.	+	.	gene_id "BGDRF1"; transcript_id "BGDRF1_lytic"; # predicted polyA at 130347
V01555.2	genbank	exon	166497	166916	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon1A
V01555.2	genbank	exon	58	272	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon2
V01555.2	genbank	exon	360	458	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon3
V01555.2	genbank	exon	540	788	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon4
V01555.2	genbank	exon	871	951	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon5
V01555.2	genbank	exon	1026	1196	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon6
V01555.2	genbank	exon	1280	1495	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon7
V01555.2	genbank	exon	1574	1682	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon8
V01555.2	genbank	exon	5408	5856	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # LMP2 exon9
V01555.2	genbank	5UTR	166497	166560	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # known TSS at 166497
V01555.2	genbank	start_codon	166561	166563	.	+	0	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	166561	166916	.	+	0	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	58	272	.	+	1	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	273	359	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	360	458	.	+	0	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	459	539	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	540	788	.	+	2	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	789	870	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	871	951	.	+	2	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	952	1025	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	1026	1196	.	+	0	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	1197	1279	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	1280	1495	.	+	1	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	1496	1573	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	CDS	1574	1677	.	+	1	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	stop_codon	1678	1680	.	+	1	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	3UTR	1681	1682	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	intron	1683	5407	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent";
V01555.2	genbank	3UTR	5408	5856	.	+	.	gene_id "LMP2"; transcript_id "LMP2A_latent"; # known polyA
V01555.2	genbank	exon	169752	169906	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon1B
V01555.2	genbank	exon	58	272	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon2
V01555.2	genbank	exon	360	458	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon3
V01555.2	genbank	exon	540	788	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon4
V01555.2	genbank	exon	871	951	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon5
V01555.2	genbank	exon	1026	1196	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon6
V01555.2	genbank	exon	1280	1495	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon7
V01555.2	genbank	exon	1574	1682	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon8
V01555.2	genbank	exon	5408	5856	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # LMP2 exon9
V01555.2	genbank	5UTR	169752	169906	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	169907	57	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	5UTR	58	58	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	start_codon	59	61	.	+	1	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	59	272	.	+	1	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	273	359	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	360	458	.	+	0	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	459	539	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	540	788	.	+	2	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	789	870	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	871	951	.	+	2	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	952	1025	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	1026	1196	.	+	0	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	1197	1279	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	1280	1495	.	+	1	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	1496	1573	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	CDS	1574	1677	.	+	1	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	stop_codon	1678	1680	.	+	1	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	3UTR	1681	1682	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	intron	1683	5407	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent";
V01555.2	genbank	3UTR	5408	5856	.	+	.	gene_id "LMP2"; transcript_id "LMP2B_latent"; # known polyA
V01555.2	genbank	exon	11336	11480	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # C1 exon
V01555.2	genbank	exon	11626	11657	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # C2 exon
V01555.2	genbank	exon	14384	14410	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W0 exon
V01555.2	genbank	exon	14559	14619	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1' exon
V01555.2	genbank	exon	14701	14811	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2B exon
V01555.2	genbank	exon	14554	14619	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	14701	14832	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	17626	17691	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	17773	17904	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	20698	20763	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	20845	20976	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	23770	23835	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	23917	24048	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	26842	26907	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	26989	27120	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	29914	29979	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	30061	30192	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	32986	33051	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	33133	33192	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	36058	36123	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	36205	36336	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	39130	39195	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	39277	39408	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	42202	42267	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	42349	42480	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	45274	45339	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W1 exon
V01555.2	genbank	exon	45421	45552	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # W2 exon
V01555.2	genbank	exon	47761	47793	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # Y1 exon
V01555.2	genbank	exon	47878	47999	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # Y2 exon
V01555.2	genbank	exon	48385	48444	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # Y3 exon
V01555.2	genbank	exon	48385	50029	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA2 exon
V01555.2	genbank	exon	49852	49995	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # H1 exon
V01555.2	genbank	exon	67478	67649	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # U exon
V01555.2	genbank	exon	92238	92581	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3A exon 1
V01555.2	genbank	exon	92670	95248	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3A exon 2
V01555.2	genbank	5UTR	92238	92242	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	start_codon	92243	92245	.	+	1	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	92243	92581	.	+	1	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3A exon 1
V01555.2	genbank	intron	92582	92669	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	92670	95162	.	+	2	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3A exon 2
V01555.2	genbank	stop_codon	95163	95165	.	+	2	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	3UTR	95166	95248	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	exon	95352	95709	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3B exon1
V01555.2	genbank	exon	95788	101792	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3B exon2
V01555.2	genbank	5UTR	95352	95352	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # used ATG-1
V01555.2	genbank	start_codon	95353	95355	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	95353	95709	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3B exon1
V01555.2	genbank	intron	95710	95787	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	95788	98244	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3B exon2
V01555.2	genbank	stop_codon	98245	98247	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	3UTR	98248	101792	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # used polyA for EBNA3C
V01555.2	genbank	exon	98364	98730	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3C exon1
V01555.2	genbank	exon	98805	101792	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3C exon2
V01555.2	genbank	5UTR	98364	98370	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	start_codon	98371	98373	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	98371	98730	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3C exon1
V01555.2	genbank	intron	98731	98804	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	98805	101420	.	+	2	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA3C exon2
V01555.2	genbank	stop_codon	101421	101423	.	+	2	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	3UTR	101424	101792	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	exon	107944	109942	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA1 exon
V01555.2	genbank	5UTR	107944	107949	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	start_codon	107950	107952	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	CDS	107950	109872	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent"; # EBNA1 exon
V01555.2	genbank	stop_codon	109873	109875	.	+	0	gene_id "EBNA"; transcript_id "EBNA_latent";
V01555.2	genbank	3UTR	109876	109942	.	+	.	gene_id "EBNA"; transcript_id "EBNA_latent"; # predicted polyA at 109937
V01555.2	genbank	exon	150641	150769	.	+	.	gene_id "BART"; transcript_id "BART_I";
V01555.2	genbank	exon	151736	151841	.	+	.	gene_id "BART"; transcript_id "BART_IA";
V01555.2	genbank	exon	155725	157195	.	+	.	gene_id "BART"; transcript_id "BART_V";
V01555.2	genbank	exon	155725	155807	.	+	.	gene_id "BART"; transcript_id "BART_VA";
V01555.2	genbank	exon	156985	157195	.	+	.	gene_id "BART"; transcript_id "BART_VB";
V01555.2	genbank	exon	157304	157386	.	+	.	gene_id "BART"; transcript_id "BART_VI";
V01555.2	genbank	exon	159083	160989	.	+	.	gene_id "BART"; transcript_id "BART_VII"; # known polyA site
V01555.2	genbank	exon	159083	159209	.	+	.	gene_id "BART"; transcript_id "BART_VIIA";
V01555.2	genbank	exon	160239	160989	.	+	.	gene_id "BART"; transcript_id "BART_VIIB"; # known polyA site
V01555.2	genbank	exon	159083	160067	.	+	.	gene_id "BART"; transcript_id "BART_VIID";
